pair,block_id,block_label,pair_count,avg_score,mark_span_verse_count,matt_span_verse_count,mark_unmatched_count,matt_unmatched_count,mark_token_count,matt_token_count,gap_before_mark_count,gap_before_matt_count,gap_category,mark_range,matt_range,representative_primary_pairs,mark_text_preview,matt_text_preview,direction_id,source,target,source_range,target_range,operations,burden_score,required_explanations,contrary_evidence,plausible_response_model,luke_span_verse_count,luke_unmatched_count,luke_token_count,gap_before_luke_count,luke_range,source_text_preview,target_text_preview
Mark↔Luke,loose_028,Mark 14:11–Mark 14:16 / Luke 22:5–Luke 22:13,6,0.4871,6.0,,0.0,,,,,,minor_gap_or_local_relocation,Mark 14:11–Mark 14:16,,Mark 14:11~Luke 22:5; Mark 14:12~Luke 22:9; Mark 14:13~Luke 22:10; Mark 14:14~Luke 22:11; Mark 14:15~Luke 22:12,,,luke_used_mark,Mark,Luke,Mark 14:11–Mark 14:16,Luke 22:5–Luke 22:13,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,3.0,"3 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,9.0,3.0,,,Luke 22:5–Luke 22:13,"οἱ δὲ ἀκούσαντες ἐχάρησαν καὶ ἐπηγγείλαντο αὐτῷ ἀργύριον δοῦναι. καὶ ἐζήτει πῶς ⸂αὐτὸν εὐκαίρως παραδοῖ⸃. Καὶ τῇ πρώτῃ ἡμέρᾳ τῶν ἀζύμων, ὅτε τὸ πάσχα ἔθυον, λέγουσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ· Ποῦ θέλεις ἀπελθόντες ἑτοιμάσωμεν ἵνα φάγῃς τὸ πάσχα; καὶ ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ καὶ λέγει αὐτοῖς· Ὑπάγετε εἰς τὴν πόλιν, καὶ ἀπαντήσει ὑμῖν ἄνθρωπος κεράμιον ὕδατος βαστάζων· ἀκολουθήσατε αὐτῷ,","καὶ ἐχάρησαν καὶ συνέθεντο αὐτῷ ἀργύριον δοῦναι. καὶ ἐξωμολόγησεν, καὶ ἐζήτει εὐκαιρίαν τοῦ παραδοῦναι αὐτὸν ⸂ἄτερ ὄχλου αὐτοῖς⸃. Ἦλθεν δὲ ἡ ἡμέρα τῶν ἀζύμων, ⸀ᾗ ἔδει θύεσθαι τὸ πάσχα·"
Mark↔Luke,loose_028,Mark 14:11–Mark 14:16 / Luke 22:5–Luke 22:13,6,0.4871,6.0,,0.0,,,,,,minor_gap_or_local_relocation,Mark 14:11–Mark 14:16,,Mark 14:11~Luke 22:5; Mark 14:12~Luke 22:9; Mark 14:13~Luke 22:10; Mark 14:14~Luke 22:11; Mark 14:15~Luke 22:12,,,mark_used_luke,Luke,Mark,Luke 22:5–Luke 22:13,Mark 14:11–Mark 14:16,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,3.75,0 Mark gap verse(s) as Markan addition. | 3 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,9.0,3.0,,,Luke 22:5–Luke 22:13,"οἱ δὲ ἀκούσαντες ἐχάρησαν καὶ ἐπηγγείλαντο αὐτῷ ἀργύριον δοῦναι. καὶ ἐζήτει πῶς ⸂αὐτὸν εὐκαίρως παραδοῖ⸃. Καὶ τῇ πρώτῃ ἡμέρᾳ τῶν ἀζύμων, ὅτε τὸ πάσχα ἔθυον, λέγουσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ· Ποῦ θέλεις ἀπελθόντες ἑτοιμάσωμεν ἵνα φάγῃς τὸ πάσχα; καὶ ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ καὶ λέγει αὐτοῖς· Ὑπάγετε εἰς τὴν πόλιν, καὶ ἀπαντήσει ὑμῖν ἄνθρωπος κεράμιον ὕδατος βαστάζων· ἀκολουθήσατε αὐτῷ,","καὶ ἐχάρησαν καὶ συνέθεντο αὐτῷ ἀργύριον δοῦναι. καὶ ἐξωμολόγησεν, καὶ ἐζήτει εὐκαιρίαν τοῦ παραδοῦναι αὐτὸν ⸂ἄτερ ὄχλου αὐτοῖς⸃. Ἦλθεν δὲ ἡ ἡμέρα τῶν ἀζύμων, ⸀ᾗ ἔδει θύεσθαι τὸ πάσχα·"
Mark↔Luke,loose_029,Mark 14:22–Mark 14:22 / Luke 22:19–Luke 22:19,1,0.446,1.0,,0.0,,,,,,continuous_alignment,Mark 14:22–Mark 14:22,,Mark 14:22~Luke 22:19,,,luke_used_mark,Mark,Luke,Mark 14:22–Mark 14:22,Luke 22:19–Luke 22:19,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.004,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,1.0,0.0,,,Luke 22:19–Luke 22:19,"Καὶ ἐσθιόντων αὐτῶν ⸀λαβὼν ἄρτον εὐλογήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς καὶ εἶπεν· ⸀Λάβετε, τοῦτό ἐστιν τὸ σῶμά μου.",καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν.
Mark↔Luke,loose_029,Mark 14:22–Mark 14:22 / Luke 22:19–Luke 22:19,1,0.446,1.0,,0.0,,,,,,continuous_alignment,Mark 14:22–Mark 14:22,,Mark 14:22~Luke 22:19,,,mark_used_luke,Luke,Mark,Luke 22:19–Luke 22:19,Mark 14:22–Mark 14:22,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.004,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,1.0,0.0,,,Luke 22:19–Luke 22:19,"Καὶ ἐσθιόντων αὐτῶν ⸀λαβὼν ἄρτον εὐλογήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς καὶ εἶπεν· ⸀Λάβετε, τοῦτό ἐστιν τὸ σῶμά μου.",καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν.
Mark↔Luke,loose_030,Mark 14:26–Mark 14:26 / Luke 22:39–Luke 22:39,1,0.3577,1.0,,0.0,,,,,,continuous_alignment,Mark 14:26–Mark 14:26,,Mark 14:26~Luke 22:39,,,luke_used_mark,Mark,Luke,Mark 14:26–Mark 14:26,Luke 22:39–Luke 22:39,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.0923,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,1.0,0.0,,,Luke 22:39–Luke 22:39,Καὶ ὑμνήσαντες ἐξῆλθον εἰς τὸ Ὄρος τῶν Ἐλαιῶν.,Καὶ ἐξελθὼν ἐπορεύθη κατὰ τὸ ἔθος εἰς τὸ Ὄρος τῶν Ἐλαιῶν· ἠκολούθησαν δὲ αὐτῷ καὶ οἱ ⸀μαθηταί.
Mark↔Luke,loose_030,Mark 14:26–Mark 14:26 / Luke 22:39–Luke 22:39,1,0.3577,1.0,,0.0,,,,,,continuous_alignment,Mark 14:26–Mark 14:26,,Mark 14:26~Luke 22:39,,,mark_used_luke,Luke,Mark,Luke 22:39–Luke 22:39,Mark 14:26–Mark 14:26,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.0923,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,1.0,0.0,,,Luke 22:39–Luke 22:39,Καὶ ὑμνήσαντες ἐξῆλθον εἰς τὸ Ὄρος τῶν Ἐλαιῶν.,Καὶ ἐξελθὼν ἐπορεύθη κατὰ τὸ ἔθος εἰς τὸ Ὄρος τῶν Ἐλαιῶν· ἠκολούθησαν δὲ αὐτῷ καὶ οἱ ⸀μαθηταί.
Mark↔Luke,loose_031,Mark 14:36–Mark 14:48 / Luke 22:42–Luke 22:52,5,0.2971,13.0,,8.0,,,,,,minor_gap_or_local_relocation,Mark 14:36–Mark 14:48,,Mark 14:36~Luke 22:42; Mark 14:38~Luke 22:46; Mark 14:43~Luke 22:47; Mark 14:47~Luke 22:50; Mark 14:48~Luke 22:52,,,luke_used_mark,Mark,Luke,Mark 14:36–Mark 14:48,Luke 22:42–Luke 22:52,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,14.0645,"6 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 8 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,11.0,6.0,,,Luke 22:42–Luke 22:52,"καὶ ἔλεγεν· Αββα ὁ πατήρ, πάντα δυνατά σοι· παρένεγκε τὸ ποτήριον ⸂τοῦτο ἀπʼ ἐμοῦ⸃· ἀλλʼ οὐ τί ἐγὼ θέλω ἀλλὰ τί σύ. καὶ ἔρχεται καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Σίμων, καθεύδεις; οὐκ ἴσχυσας μίαν ὥραν γρηγορῆσαι; γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ ⸀ἔλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.","λέγων· Πάτερ, εἰ βούλει ⸀παρένεγκε ⸂τοῦτο τὸ ποτήριον⸃ ἀπʼ ἐμοῦ· πλὴν μὴ τὸ θέλημά μου ἀλλὰ τὸ σὸν ⸀γινέσθω. ⸂ὤφθη δὲ αὐτῷ ἄγγελος ⸀ἀπʼ οὐρανοῦ ἐνισχύων αὐτόν. καὶ γενόμενος ἐν ἀγωνίᾳ ἐκτενέστερον προσηύχετο· ⸄καὶ ἐγένετο⸅ ὁ ἱδρὼς αὐτοῦ ὡσεὶ θρόμβοι αἵματος καταβαίνοντες ἐπὶ τὴν γῆν.⸃"
Mark↔Luke,loose_031,Mark 14:36–Mark 14:48 / Luke 22:42–Luke 22:52,5,0.2971,13.0,,8.0,,,,,,minor_gap_or_local_relocation,Mark 14:36–Mark 14:48,,Mark 14:36~Luke 22:42; Mark 14:38~Luke 22:46; Mark 14:43~Luke 22:47; Mark 14:47~Luke 22:50; Mark 14:48~Luke 22:52,,,mark_used_luke,Luke,Mark,Luke 22:42–Luke 22:52,Mark 14:36–Mark 14:48,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,16.7645,8 Mark gap verse(s) as Markan addition. | 6 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,11.0,6.0,,,Luke 22:42–Luke 22:52,"καὶ ἔλεγεν· Αββα ὁ πατήρ, πάντα δυνατά σοι· παρένεγκε τὸ ποτήριον ⸂τοῦτο ἀπʼ ἐμοῦ⸃· ἀλλʼ οὐ τί ἐγὼ θέλω ἀλλὰ τί σύ. καὶ ἔρχεται καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Σίμων, καθεύδεις; οὐκ ἴσχυσας μίαν ὥραν γρηγορῆσαι; γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ ⸀ἔλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.","λέγων· Πάτερ, εἰ βούλει ⸀παρένεγκε ⸂τοῦτο τὸ ποτήριον⸃ ἀπʼ ἐμοῦ· πλὴν μὴ τὸ θέλημά μου ἀλλὰ τὸ σὸν ⸀γινέσθω. ⸂ὤφθη δὲ αὐτῷ ἄγγελος ⸀ἀπʼ οὐρανοῦ ἐνισχύων αὐτόν. καὶ γενόμενος ἐν ἀγωνίᾳ ἐκτενέστερον προσηύχετο· ⸄καὶ ἐγένετο⸅ ὁ ἱδρὼς αὐτοῦ ὡσεὶ θρόμβοι αἵματος καταβαίνοντες ἐπὶ τὴν γῆν.⸃"
Mark↔Luke,loose_032,Mark 14:72–Mark 14:72 / Luke 22:61–Luke 22:61,1,0.2781,1.0,,0.0,,,,,,continuous_alignment,Mark 14:72–Mark 14:72,,Mark 14:72~Luke 22:61,,,luke_used_mark,Mark,Luke,Mark 14:72–Mark 14:72,Luke 22:61–Luke 22:61,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.1719,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,1.0,0.0,,,Luke 22:61–Luke 22:61,"καὶ ⸀εὐθὺς ἐκ δευτέρου ἀλέκτωρ ἐφώνησεν· καὶ ἀνεμνήσθη ὁ Πέτρος τὸ ῥῆμα ⸀ὡς εἶπεν αὐτῷ ὁ Ἰησοῦς ὅτι Πρὶν ἀλέκτορα ⸂φωνῆσαι δὶς τρίς με ἀπαρνήσῃ⸃, καὶ ἐπιβαλὼν ἔκλαιεν.","καὶ στραφεὶς ὁ κύριος ἐνέβλεψεν τῷ Πέτρῳ, καὶ ὑπεμνήσθη ὁ Πέτρος τοῦ ⸀λόγου τοῦ κυρίου ὡς εἶπεν αὐτῷ ὅτι Πρὶν ἀλέκτορα φωνῆσαι ⸀σήμερον ἀπαρνήσῃ με τρίς."
Mark↔Luke,loose_032,Mark 14:72–Mark 14:72 / Luke 22:61–Luke 22:61,1,0.2781,1.0,,0.0,,,,,,continuous_alignment,Mark 14:72–Mark 14:72,,Mark 14:72~Luke 22:61,,,mark_used_luke,Luke,Mark,Luke 22:61–Luke 22:61,Mark 14:72–Mark 14:72,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.1719,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,1.0,0.0,,,Luke 22:61–Luke 22:61,"καὶ ⸀εὐθὺς ἐκ δευτέρου ἀλέκτωρ ἐφώνησεν· καὶ ἀνεμνήσθη ὁ Πέτρος τὸ ῥῆμα ⸀ὡς εἶπεν αὐτῷ ὁ Ἰησοῦς ὅτι Πρὶν ἀλέκτορα ⸂φωνῆσαι δὶς τρίς με ἀπαρνήσῃ⸃, καὶ ἐπιβαλὼν ἔκλαιεν.","καὶ στραφεὶς ὁ κύριος ἐνέβλεψεν τῷ Πέτρῳ, καὶ ὑπεμνήσθη ὁ Πέτρος τοῦ ⸀λόγου τοῦ κυρίου ὡς εἶπεν αὐτῷ ὅτι Πρὶν ἀλέκτορα φωνῆσαι ⸀σήμερον ἀπαρνήσῃ με τρίς."
Mark↔Luke,loose_033,Mark 15:2–Mark 15:2 / Luke 23:3–Luke 23:3,1,0.6114,1.0,,0.0,,,,,,continuous_alignment,Mark 15:2–Mark 15:2,,Mark 15:2~Luke 23:3,,,luke_used_mark,Mark,Luke,Mark 15:2–Mark 15:2,Luke 23:3–Luke 23:3,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.0,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,1.0,0.0,,,Luke 23:3–Luke 23:3,καὶ ἐπηρώτησεν αὐτὸν ὁ Πιλᾶτος· Σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων; ὁ δὲ ἀποκριθεὶς ⸂αὐτῷ λέγει⸃· Σὺ λέγεις.,ὁ δὲ Πιλᾶτος ⸀ἠρώτησεν αὐτὸν λέγων· Σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων; ὁ δὲ ἀποκριθεὶς αὐτῷ ἔφη· Σὺ λέγεις.
Mark↔Luke,loose_033,Mark 15:2–Mark 15:2 / Luke 23:3–Luke 23:3,1,0.6114,1.0,,0.0,,,,,,continuous_alignment,Mark 15:2–Mark 15:2,,Mark 15:2~Luke 23:3,,,mark_used_luke,Luke,Mark,Luke 23:3–Luke 23:3,Mark 15:2–Mark 15:2,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.0,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,1.0,0.0,,,Luke 23:3–Luke 23:3,καὶ ἐπηρώτησεν αὐτὸν ὁ Πιλᾶτος· Σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων; ὁ δὲ ἀποκριθεὶς ⸂αὐτῷ λέγει⸃· Σὺ λέγεις.,ὁ δὲ Πιλᾶτος ⸀ἠρώτησεν αὐτὸν λέγων· Σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων; ὁ δὲ ἀποκριθεὶς αὐτῷ ἔφη· Σὺ λέγεις.
Mark↔Luke,loose_034,Mark 15:21–Mark 15:21 / Luke 23:26–Luke 23:26,1,0.3451,1.0,,0.0,,,,,,continuous_alignment,Mark 15:21–Mark 15:21,,Mark 15:21~Luke 23:26,,,luke_used_mark,Mark,Luke,Mark 15:21–Mark 15:21,Luke 23:26–Luke 23:26,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.1049,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,1.0,0.0,,,Luke 23:26–Luke 23:26,"Καὶ ἀγγαρεύουσιν παράγοντά τινα Σίμωνα Κυρηναῖον ἐρχόμενον ἀπʼ ἀγροῦ, τὸν πατέρα Ἀλεξάνδρου καὶ Ῥούφου, ἵνα ἄρῃ τὸν σταυρὸν αὐτοῦ.","Καὶ ὡς ἀπήγαγον αὐτόν, ἐπιλαβόμενοι ⸂Σίμωνά τινα Κυρηναῖον ἐρχόμενον⸃ ἀπʼ ἀγροῦ ἐπέθηκαν αὐτῷ τὸν σταυρὸν φέρειν ὄπισθεν τοῦ Ἰησοῦ."
Mark↔Luke,loose_034,Mark 15:21–Mark 15:21 / Luke 23:26–Luke 23:26,1,0.3451,1.0,,0.0,,,,,,continuous_alignment,Mark 15:21–Mark 15:21,,Mark 15:21~Luke 23:26,,,mark_used_luke,Luke,Mark,Luke 23:26–Luke 23:26,Mark 15:21–Mark 15:21,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.1049,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,1.0,0.0,,,Luke 23:26–Luke 23:26,"Καὶ ἀγγαρεύουσιν παράγοντά τινα Σίμωνα Κυρηναῖον ἐρχόμενον ἀπʼ ἀγροῦ, τὸν πατέρα Ἀλεξάνδρου καὶ Ῥούφου, ἵνα ἄρῃ τὸν σταυρὸν αὐτοῦ.","Καὶ ὡς ἀπήγαγον αὐτόν, ἐπιλαβόμενοι ⸂Σίμωνά τινα Κυρηναῖον ἐρχόμενον⸃ ἀπʼ ἀγροῦ ἐπέθηκαν αὐτῷ τὸν σταυρὸν φέρειν ὄπισθεν τοῦ Ἰησοῦ."
Mark↔Luke,loose_035,Mark 15:26–Mark 15:43 / Luke 23:38–Luke 23:52,5,0.3363,17.0,,12.0,,,,,,minor_gap_or_local_relocation,Mark 15:26–Mark 15:43,,Mark 15:26~Luke 23:38; Mark 15:30~Luke 23:39; Mark 15:33~Luke 23:44; Mark 15:38~Luke 23:45; Mark 15:43~Luke 23:52,,,luke_used_mark,Mark,Luke,Mark 15:26–Mark 15:43,Luke 23:38–Luke 23:52,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,21.7685,"10 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 12 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,15.0,10.0,,,Luke 23:38–Luke 23:52,"καὶ ἦν ἡ ἐπιγραφὴ τῆς αἰτίας αὐτοῦ ἐπιγεγραμμένη· Ὁ βασιλεὺς τῶν Ἰουδαίων. καὶ σὺν αὐτῷ σταυροῦσιν δύο λῃστάς, ἕνα ἐκ δεξιῶν καὶ ἕνα ἐξ εὐωνύμων ⸀αὐτοῦ. Καὶ οἱ παραπορευόμενοι ἐβλασφήμουν αὐτὸν κινοῦντες τὰς κεφαλὰς αὐτῶν καὶ λέγοντες· Οὐὰ ὁ καταλύων τὸν ναὸν καὶ ⸂οἰκοδομῶν ἐν τρισὶν ἡμέραις⸃,","ἦν δὲ καὶ ⸀ἐπιγραφὴ ἐπʼ ⸀αὐτῷ· Ὁ βασιλεὺς τῶν Ἰουδαίων ⸀οὗτος. Εἷς δὲ τῶν κρεμασθέντων κακούργων ἐβλασφήμει αὐτόν ⸀λέγων· ⸀Οὐχὶ σὺ εἶ ὁ χριστός; σῶσον σεαυτὸν καὶ ἡμᾶς. ἀποκριθεὶς δὲ ὁ ἕτερος ⸂ἐπιτιμῶν αὐτῷ ἔφη⸃· Οὐδὲ φοβῇ σὺ τὸν θεόν, ὅτι ἐν τῷ αὐτῷ κρίματι εἶ;"
