mark_ref	matt_ref	score	pair_classes	lemma_insertions	lemma_deletions	lemma_replacements	inserted_lemmas	deleted_lemmas	moved_lemmas	mark_text	matt_text
Mark 2:26	Matt 12:4	0.616209	matt_expands;substitution;reordering	6	3	7	ειμι;αυτος;ουδε;ο;μετα;αυτος;μονος	επι;αβιαθαρ;αρχιερευς;και;διδωμι;και;ο;συν;αυτος;ειμι	αυτος;ειμι;ο	⸀πῶς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ ἐπὶ Ἀβιαθὰρ ἀρχιερέως καὶ τοὺς ἄρτους τῆς προθέσεως ἔφαγεν, οὓς οὐκ ἔξεστιν φαγεῖν εἰ μὴ ⸂τοὺς ἱερεῖς⸃, καὶ ἔδωκεν καὶ τοῖς σὺν αὐτῷ οὖσιν;	πῶς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ⸂ἔφαγον, ὃ⸃ οὐκ ἐξὸν ἦν αὐτῷ φαγεῖν οὐδὲ τοῖς μετʼ αὐτοῦ, εἰ μὴ τοῖς ἱερεῦσιν μόνοις;
Mark 2:27	Matt 12:5	0.104961	matt_expands;substitution;reordering	4	1	13	η;ου;αναγινωσκω;εν;ο;νομος;οτι;ιερευς;εν;ιερος;βεβηλοω;και;αναιτιος;ειμι	και;λεγω;αυτος;δια;ανθρωπος;γινομαι;και;ου;ανθρωπος;δια	και;ου	καὶ ἔλεγεν αὐτοῖς· Τὸ σάββατον διὰ τὸν ἄνθρωπον ἐγένετο ⸀καὶ οὐχ ὁ ἄνθρωπος διὰ τὸ σάββατον·	ἢ οὐκ ἀνέγνωτε ἐν τῷ νόμῳ ὅτι τοῖς σάββασιν οἱ ἱερεῖς ἐν τῷ ἱερῷ τὸ σάββατον βεβηλοῦσιν καὶ ἀναίτιοί εἰσιν;
Mark 2:28	Matt 12:8	0.644069	mark_expands;reordering	3	4	0	γαρ;ο;σαββατον	ωστε;και;ο;σαββατον	ο;σαββατον	ὥστε κύριός ἐστιν ὁ υἱὸς τοῦ ἀνθρώπου καὶ τοῦ σαββάτου.	κύριος γάρ ἐστιν τοῦ σαββάτου ὁ υἱὸς τοῦ ἀνθρώπου.
Mark 3:2	Matt 12:10	0.315655	matt_expands;substitution	2	1	7	ιδου;ανθρωπος;χειρ;εχω;ξηρος;και;επερωταω;λεγω;εξεστιν	παρατηρεω;αυτος		καὶ παρετήρουν αὐτὸν εἰ τοῖς σάββασιν θεραπεύσει αὐτόν, ἵνα ⸀κατηγορήσωσιν αὐτοῦ.	καὶ ἰδοὺ ⸀ἄνθρωπος χεῖρα ἔχων ξηράν. καὶ ἐπηρώτησαν αὐτὸν λέγοντες· Εἰ ἔξεστι τοῖς σάββασιν ⸀θεραπεύειν; ἵνα κατηγορήσωσιν αὐτοῦ.
Mark 3:3	Matt 12:11	0.195231	matt_expands;substitution;reordering	13	3	10	ο;δε;λεγω;αυτος;τις;ειμι;εκ;συ;ανθρωπος;ος;εχω;προβατον;εις;εαν;εμπιπτω;ουτος;σαββατον;εις;βοθυνος;ουχι;κρατεω;αυτος;και	λεγω;ανθρωπος;ο;ο;χειρ;εχω;ξηρος;εις;ο;μεσος	ανθρωπος;εις;εχω;λεγω;ο	καὶ λέγει τῷ ἀνθρώπῳ τῷ ⸂τὴν χεῖρα ἔχοντι ξηράν⸃· ⸀Ἔγειρε εἰς τὸ μέσον.	ὁ δὲ εἶπεν αὐτοῖς· Τίς ⸀ἔσται ἐξ ὑμῶν ἄνθρωπος ὃς ἕξει πρόβατον ἕν, καὶ ἐὰν ἐμπέσῃ τοῦτο τοῖς σάββασιν εἰς βόθυνον, οὐχὶ κρατήσει αὐτὸ καὶ ἐγερεῖ;
Mark 3:4	Matt 12:12	0.144607	substitution	0	0	16	ποσος;ουν;διαφερω;ανθρωπος;προβατον;ωστε;καλως;ποιεω	και;λεγω;αυτος;αγαθοποιεω;η;κακοποιεω;ψυχη;σωζω;η;αποκτεινω;ο;δε;σιωπαω		καὶ λέγει αὐτοῖς· Ἔξεστιν τοῖς σάββασιν ⸀ἀγαθοποιῆσαι ἢ κακοποιῆσαι, ψυχὴν σῶσαι ἢ ἀποκτεῖναι; οἱ δὲ ἐσιώπων.	πόσῳ οὖν διαφέρει ἄνθρωπος προβάτου. ὥστε ἔξεστιν τοῖς σάββασιν καλῶς ποιεῖν.
Mark 3:5	Matt 12:13	0.368298	matt_expands;substitution	3	0	14	τοτε;συ;υγιης;ως;αλλος	και;περιβλεπομαι;αυτος;μετα;οργη;συλλυπεομαι;επι;ο;πωρωσις;ο;καρδια;αυτος;χειρ;αυτος		καὶ περιβλεψάμενος αὐτοὺς μετʼ ὀργῆς, συλλυπούμενος ἐπὶ τῇ πωρώσει τῆς καρδίας αὐτῶν, λέγει τῷ ἀνθρώπῳ· Ἔκτεινον τὴν ⸀χεῖρα· καὶ ἐξέτεινεν, καὶ ἀπεκατεστάθη ἡ χεὶρ ⸀αὐτοῦ.	τότε λέγει τῷ ἀνθρώπῳ· Ἔκτεινόν ⸂σου τὴν χεῖρα⸃· καὶ ἐξέτεινεν, καὶ ἀπεκατεστάθη ὑγιὴς ὡς ἡ ἄλλη.
Mark 3:6	Matt 12:14	0.442394	mark_expands	1	5	1	δε;λαμβανω	και;ευθυς;μετα;ο;ηρωδιανοι;διδωμι		καὶ ἐξελθόντες οἱ Φαρισαῖοι ⸀εὐθὺς μετὰ τῶν Ἡρῳδιανῶν συμβούλιον ⸀ἐδίδουν κατʼ αὐτοῦ ὅπως αὐτὸν ἀπολέσωσιν.	⸂ἐξελθόντες δὲ οἱ Φαρισαῖοι συμβούλιον ἔλαβον κατʼ αὐτοῦ⸃ ὅπως αὐτὸν ἀπολέσωσιν.
Mark 3:7	Matt 12:15	0.220799	matt_expands;substitution;reordering	6	0	19	ο;δε;ιησους;γινωσκω;αναχωρεω;εκειθεν;ακολουθεω;πολυς;θεραπευω;αυτος;πας	ο;ιησους;μετα;ο;μαθητης;αναχωρεω;προς;ο;θαλασσα;πολυς;πληθος;απο;ο;γαλιλαια;ακολουθεω;και;απο;ο;ιουδαια	ακολουθεω;αναχωρεω;ιησους;ο;πολυς	Καὶ ὁ Ἰησοῦς ⸂μετὰ τῶν μαθητῶν αὐτοῦ ἀνεχώρησεν⸃ πρὸς τὴν θάλασσαν· καὶ πολὺ πλῆθος ἀπὸ τῆς Γαλιλαίας ⸀ἠκολούθησεν, καὶ ἀπὸ τῆς Ἰουδαίας	Ὁ δὲ Ἰησοῦς γνοὺς ἀνεχώρησεν ἐκεῖθεν. καὶ ἠκολούθησαν ⸀αὐτῷ πολλοί, καὶ ἐθεράπευσεν αὐτοὺς πάντας,
Mark 3:21	Matt 12:23	0.146501	substitution;reordering	0	0	13	εξιστημι;πας;οχλος;και;μητι;ουτος;ειμι;ο;υιος;δαυιδ	ακουω;παρα;αυτος;εξερχομαι;κρατεω;αυτος;γαρ;οτι;εξιστημι	εξιστημι	καὶ ἀκούσαντες οἱ παρʼ αὐτοῦ ἐξῆλθον κρατῆσαι αὐτόν, ἔλεγον γὰρ ὅτι ἐξέστη.	καὶ ἐξίσταντο πάντες οἱ ὄχλοι καὶ ἔλεγον· Μήτι οὗτός ἐστιν ὁ υἱὸς Δαυίδ;
Mark 3:22	Matt 12:24	0.337709	mark_expands;substitution;reordering	1	4	16	δε;φαρισαιος;ακουω;λεγω;ουτος;ου;εκβαλλω;δαιμονιον;ει;μη;βεελζεβουλ	και;γραμματευς;απο;ιεροσολυμα;καταβαινω;λεγω;οτι;βεελζεβουλ;εχω;και;οτι;εκβαλλω;ο;δαιμονιον	βεελζεβουλ;δαιμονιον;εκβαλλω;λεγω	καὶ οἱ γραμματεῖς οἱ ἀπὸ Ἱεροσολύμων καταβάντες ἔλεγον ὅτι Βεελζεβοὺλ ἔχει καὶ ὅτι ἐν τῷ ἄρχοντι τῶν δαιμονίων ἐκβάλλει τὰ δαιμόνια.	οἱ δὲ Φαρισαῖοι ἀκούσαντες εἶπον· Οὗτος οὐκ ἐκβάλλει τὰ δαιμόνια εἰ μὴ ἐν τῷ Βεελζεβοὺλ ἄρχοντι τῶν δαιμονίων.
Mark 3:25	Matt 12:25	0.299301	matt_expands;substitution;reordering	13	5	5	οραω;δε;ο;ενθυμησις;αυτος;λεγω;αυτος;πας;βασιλεια;μεριζω;κατα;εαυτου;ερημοομαι;πας;πολις;η;μεριζω;κατα	εαν;επι;μεριζω;δυναμαι;ο;οικια;εκεινος	μεριζω;ο	καὶ ἐὰν οἰκία ἐφʼ ἑαυτὴν μερισθῇ, οὐ ⸀δυνήσεται ⸂ἡ οἰκία ἐκείνη σταθῆναι⸃·	εἰδὼς ⸀δὲ τὰς ἐνθυμήσεις αὐτῶν εἶπεν αὐτοῖς· Πᾶσα βασιλεία μερισθεῖσα καθʼ ἑαυτῆς ἐρημοῦται, καὶ πᾶσα πόλις ἢ οἰκία μερισθεῖσα καθʼ ἑαυτῆς οὐ σταθήσεται.
Mark 3:26	Matt 12:26	0.26859	substitution	0	1	8	ο;σατανας;εκβαλλω;πως;ουν;ο;βασιλεια;αυτος	ανιστημι;και;ου;δυναμαι;αλλα;τελος;εχω		καὶ εἰ ὁ Σατανᾶς ἀνέστη ἐφʼ ἑαυτὸν καὶ ⸀ἐμερίσθη, οὐ δύναται ⸀στῆναι ἀλλὰ τέλος ἔχει.	καὶ εἰ ὁ Σατανᾶς τὸν Σατανᾶν ἐκβάλλει, ἐφʼ ἑαυτὸν ἐμερίσθη· πῶς οὖν σταθήσεται ἡ βασιλεία αὐτοῦ;
Mark 3:27	Matt 12:29	0.594697	matt_expands;substitution;reordering	3	1	4	η;πως;τις;εισερχομαι;και;αρπαζω;δεω	αλλα;ουδεις;εισερχομαι;διαρπαζω;δεω	δεω;εισερχομαι	⸂ἀλλʼ οὐδεὶς δύναται⸃ ⸂εἰς τὴν οἰκίαν τοῦ ἰσχυροῦ εἰσελθὼν τὰ σκεύη⸃ αὐτοῦ διαρπάσαι ἐὰν μὴ πρῶτον τὸν ἰσχυρὸν δήσῃ, καὶ τότε τὴν οἰκίαν αὐτοῦ ⸀διαρπάσει.	ἢ πῶς δύναταί τις εἰσελθεῖν εἰς τὴν οἰκίαν τοῦ ἰσχυροῦ καὶ τὰ σκεύη αὐτοῦ ⸀ἁρπάσαι, ἐὰν μὴ πρῶτον δήσῃ τὸν ἰσχυρόν; καὶ τότε τὴν οἰκίαν αὐτοῦ ⸀διαρπάσει.
Mark 3:28	Matt 12:31	0.326882	matt_expands;substitution;reordering	4	3	7	δια;ουτος;αμαρτια;και;βλασφημια;δε;πνευμα;ου;αφιημι	αμην;οτι;ο;υιος;αμαρτημα;και;οσος;εαν;βλασφημεω	και	Ἀμὴν λέγω ὑμῖν ὅτι πάντα ἀφεθήσεται ⸂τοῖς υἱοῖς τῶν ἀνθρώπων, τὰ ἁμαρτήματα⸃ καὶ ⸂αἱ βλασφημίαι ὅσα ἐὰν⸃ βλασφημήσωσιν·	διὰ τοῦτο λέγω ὑμῖν, πᾶσα ἁμαρτία καὶ βλασφημία ἀφεθήσεται τοῖς ἀνθρώποις, ἡ δὲ τοῦ πνεύματος βλασφημία οὐκ ⸀ἀφεθήσεται.
Mark 3:29	Matt 12:32	0.223082	matt_expands;substitution	12	0	12	και;ος;εαν;λεγω;λογος;κατα;ο;υιος;ο;ανθρωπος;αφιημι;αυτος;λεγω;κατα;αφιημι;αυτος;ουτε;εν;ουτος;ουτε;εν;ο;μελλω	βλασφημεω;εις;εχω;αφεσις;εις;αλλα;ενοχος;ειμι;αιωνιος;αμαρτημα		ὃς δʼ ἂν βλασφημήσῃ εἰς τὸ πνεῦμα τὸ ἅγιον, οὐκ ἔχει ἄφεσιν εἰς τὸν αἰῶνα, ἀλλὰ ἔνοχός ἐστιν αἰωνίου ⸀ἁμαρτήματος.	καὶ ὃς ἐὰν εἴπῃ λόγον κατὰ τοῦ υἱοῦ τοῦ ἀνθρώπου, ἀφεθήσεται αὐτῷ· ὃς δʼ ἂν εἴπῃ κατὰ τοῦ πνεύματος τοῦ ἁγίου, οὐκ ἀφεθήσεται αὐτῷ οὔτε ἐν ⸂τούτῳ τῷ⸃ αἰῶνι οὔτε ἐν τῷ μέλλοντι.
Mark 3:31	Matt 12:46	0.229785	substitution;reordering	0	1	13	ετι;δε;αυτος;λαλεω;ο;οχλος;ιδου;ιστημι;ζητεω;λαλεω	και;ερχομαι;αυτος;και;στηκω;αποστελλω;προς;καλεω;αυτος	αυτος	⸂Καὶ ἔρχονται⸃ ⸂ἡ μήτηρ αὐτοῦ καὶ οἱ ἀδελφοὶ αὐτοῦ⸃ καὶ ἔξω ⸀στήκοντες ἀπέστειλαν πρὸς αὐτὸν ⸀καλοῦντες αὐτόν.	Ἔτι ⸀δὲ αὐτοῦ λαλοῦντος τοῖς ὄχλοις ἰδοὺ ἡ μήτηρ καὶ οἱ ἀδελφοὶ αὐτοῦ εἱστήκεισαν ἔξω ζητοῦντες αὐτῷ λαλῆσαι.
Mark 3:32	Matt 12:47	0.518345	mark_expands	4	6	0	δε;τις;ιστημι;λαλεω	και;καθημαι;περι;αυτος;οχλος;και		καὶ ἐκάθητο ⸂περὶ αὐτὸν ὄχλος⸃, ⸂καὶ λέγουσιν⸃ αὐτῷ· Ἰδοὺ ἡ μήτηρ σου καὶ οἱ ἀδελφοί ⸀σου ἔξω ζητοῦσίν σε.	⸂εἶπεν δέ τις αὐτῷ· Ἰδοὺ ἡ μήτηρ σου καὶ οἱ ἀδελφοί σου ἔξω ἑστήκασιν, ζητοῦντές σοι λαλῆσαι.⸃
Mark 3:33	Matt 12:48	0.797745	matt_expands;substitution;reordering	3	1	5	ο;δε;λεγω;ο;λεγω;και;τις;ειμι	και;λεγω;η	και;λεγω	καὶ ⸂ἀποκριθεὶς αὐτοῖς λέγει⸃· Τίς ἐστιν ἡ μήτηρ μου ⸀ἢ οἱ ἀδελφοί ⸀μου;	ὁ δὲ ἀποκριθεὶς εἶπεν τῷ ⸀λέγοντι αὐτῷ· Τίς ἐστιν ἡ μήτηρ μου, καὶ τίνες εἰσὶν οἱ ἀδελφοί μου;
Mark 3:34	Matt 12:49	0.297957	substitution	0	0	7	εκτεινω;χειρ;επι;ο;μαθητης;αυτος;ιδου	περιβλεπομαι;περι;κυκλω;καθημαι;ιδε		καὶ περιβλεψάμενος ⸂τοὺς περὶ αὐτὸν κύκλῳ⸃ καθημένους λέγει· Ἴδε ἡ μήτηρ μου καὶ οἱ ἀδελφοί μου·	καὶ ἐκτείνας τὴν χεῖρα αὐτοῦ ἐπὶ τοὺς μαθητὰς αὐτοῦ εἶπεν· Ἰδοὺ ἡ μήτηρ μου καὶ οἱ ἀδελφοί μου·
Mark 3:35	Matt 12:50	0.642696	substitution;reordering	0	1	8	οστις;πατηρ;εγω;ο;εν;ουρανος;αυτος;εγω	ος;θεος;ουτος;εγω	εγω	ὃς ⸀γὰρ ἂν ποιήσῃ τὸ θέλημα τοῦ θεοῦ, οὗτος ἀδελφός μου καὶ ⸀ἀδελφὴ καὶ μήτηρ ἐστίν.	ὅστις γὰρ ἂν ποιήσῃ τὸ θέλημα τοῦ πατρός μου τοῦ ἐν οὐρανοῖς, αὐτός μου ἀδελφὸς καὶ ἀδελφὴ καὶ μήτηρ ἐστίν.
Mark 4:1	Matt 13:2	0.458921	mark_expands;substitution	0	13	2	αιγιαλος;ιστημι	και;παλιν;αρχω;διδασκω;παρα;ο;θαλασσα;εν;ο;θαλασσα;προς;ο;θαλασσα;γη;ειμι		Καὶ πάλιν ἤρξατο διδάσκειν παρὰ τὴν θάλασσαν. καὶ ⸀συνάγεται πρὸς αὐτὸν ὄχλος ⸀πλεῖστος, ὥστε αὐτὸν ⸂εἰς πλοῖον ἐμβάντα⸃ καθῆσθαι ἐν τῇ θαλάσσῃ, καὶ πᾶς ὁ ὄχλος πρὸς τὴν θάλασσαν ἐπὶ τῆς γῆς ⸀ἦσαν.	καὶ συνήχθησαν πρὸς αὐτὸν ὄχλοι πολλοί, ὥστε αὐτὸν ⸀εἰς πλοῖον ἐμβάντα καθῆσθαι, καὶ πᾶς ὁ ὄχλος ἐπὶ τὸν αἰγιαλὸν εἱστήκει.
Mark 4:3	Matt 13:3	0.362975	substitution	1	0	7	και;λαλεω;αυτος;πολυς;εν;παραβολη;λεγω;ο	ακουω		Ἀκούετε. ἰδοὺ ἐξῆλθεν ὁ ⸀σπείρων σπεῖραι.	καὶ ἐλάλησεν αὐτοῖς πολλὰ ἐν παραβολαῖς λέγων· Ἰδοὺ ἐξῆλθεν ὁ σπείρων τοῦ σπείρειν.
Mark 4:4	Matt 13:4	0.887777	mark_expands	1	2	0	αυτος	γινομαι;και		καὶ ἐγένετο ἐν τῷ σπείρειν ὃ μὲν ἔπεσεν παρὰ τὴν ὁδόν, καὶ ἦλθεν τὰ πετεινὰ καὶ κατέφαγεν αὐτό.	καὶ ἐν τῷ σπείρειν αὐτὸν ἃ μὲν ἔπεσεν παρὰ τὴν ὁδόν, καὶ ⸂ἐλθόντα τὰ πετεινὰ⸃ κατέφαγεν αὐτά.
Mark 4:5	Matt 13:5	0.826208	close_match	1	1	1	δε;ευθεως	και;ευθυς		⸂καὶ ἄλλο⸃ ἔπεσεν ἐπὶ τὸ πετρῶδες ⸀ὅπου οὐκ εἶχεν γῆν πολλήν, καὶ ⸀εὐθὺς ἐξανέτειλεν διὰ τὸ μὴ ἔχειν βάθος γῆς·	ἄλλα δὲ ἔπεσεν ἐπὶ τὰ πετρώδη ὅπου οὐκ εἶχεν γῆν πολλήν, καὶ εὐθέως ἐξανέτειλεν διὰ τὸ μὴ ἔχειν βάθος γῆς,
Mark 4:6	Matt 13:6	0.826669	mark_expands;substitution;reordering	0	2	2	ηλιος;δε	και;οτε;ο;ηλιος	ηλιος	⸂καὶ ὅτε ἀνέτειλεν ὁ ἥλιος⸃ ⸀ἐκαυματίσθη καὶ διὰ τὸ μὴ ἔχειν ῥίζαν ἐξηράνθη.	ἡλίου δὲ ἀνατείλαντος ἐκαυματίσθη καὶ διὰ τὸ μὴ ἔχειν ῥίζαν ἐξηράνθη.
Mark 4:7	Matt 13:7	0.487907	mark_expands;substitution	1	5	2	δε;επι;πνιγω	και;εις;συμπνιγω;και;καρπος;ου;διδωμι		καὶ ἄλλο ἔπεσεν εἰς τὰς ἀκάνθας, καὶ ἀνέβησαν αἱ ἄκανθαι καὶ συνέπνιξαν αὐτό, καὶ καρπὸν οὐκ ἔδωκεν.	ἄλλα δὲ ἔπεσεν ἐπὶ τὰς ἀκάνθας, καὶ ἀνέβησαν αἱ ἄκανθαι καὶ ⸀ἔπνιξαν αὐτά.
Mark 4:8	Matt 13:8	0.554848	mark_expands;substitution;reordering	1	7	9	δε;επι;ος;μεν;εκατον;ος;δε;εξηκοντα;ος;δε	και;εις;αναβαινω;και;αυξανω;και;φερω;εις;και;εις;εξηκοντα;και;εις;εκατον	εκατον;εξηκοντα	καὶ ⸀ἄλλα ἔπεσεν εἰς τὴν γῆν τὴν καλήν, καὶ ἐδίδου καρπὸν ἀναβαίνοντα καὶ ⸀αὐξανόμενα, καὶ ἔφερεν ⸂ἓν τριάκοντα καὶ ἓν ἑξήκοντα καὶ ἓν⸃ ἑκατόν.	ἄλλα δὲ ἔπεσεν ἐπὶ τὴν γῆν τὴν καλὴν καὶ ἐδίδου καρπόν, ὃ μὲν ἑκατὸν ὃ δὲ ἑξήκοντα ὃ δὲ τριάκοντα.
