mark_ref,matt_ref,macro_block,micro_block,score,wj_content,wj_bigram,sr_content,wj_all,rare_inter,pair_classes,lemma_insertions,lemma_deletions,lemma_replacements,lemma_moved_tokens,common_lemmas,mark_only_lemmas,matt_only_lemmas,mark_variant_note_count,matt_variant_note_count,mark_text,matt_text
Mark 2:21,Matt 9:16,6,8,0.635736,0.74119,0.290956,0.785714,0.723182,67.984836,substitution;reordering,4,5,3,αυτος;δε,αγναφος;αιρω;απο;αυτος;γινομαι;δε;επι;επιβλημα;ιματιον;και;ο;ουδεις;παλαιος;πληρωμα;ρακος;σχισμα;χειρων,ει;επιραπτω;καινος;μη,γαρ;επιβαλλω,3,0,"⸀Οὐδεὶς ἐπίβλημα ῥάκους ἀγνάφου ἐπιράπτει ἐπὶ ⸂ἱμάτιον παλαιόν⸃· εἰ δὲ μή, αἴρει τὸ πλήρωμα ⸀ἀπʼ αὐτοῦ τὸ καινὸν τοῦ παλαιοῦ, καὶ χεῖρον σχίσμα γίνεται.","οὐδεὶς δὲ ἐπιβάλλει ἐπίβλημα ῥάκους ἀγνάφου ἐπὶ ἱματίῳ παλαιῷ· αἴρει γὰρ τὸ πλήρωμα αὐτοῦ ἀπὸ τοῦ ἱματίου, καὶ χεῖρον σχίσμα γίνεται."
Mark 2:22,Matt 9:17,6,8,0.621467,0.676963,0.386048,0.777778,0.647659,54.381674,matt_expands;substitution;reordering,6,2,3,απολλυμι;και,αλλα;απολλυμι;ασκος;βαλλω;δε;ει;εις;και;καινος;μη;νεος;ο;οινος;παλαιος;ρηγνυμι,ουδεις,αμφοτεροι;γε;εκχεω;ουδε;συντηρεω,3,1,"καὶ οὐδεὶς βάλλει οἶνον νέον εἰς ἀσκοὺς παλαιούς· εἰ δὲ μή, ⸂ῥήξει ὁ οἶνος⸃ τοὺς ἀσκούς, καὶ ὁ οἶνος ⸂ἀπόλλυται καὶ οἱ ἀσκοί⸃. ἀλλὰ οἶνον νέον εἰς ἀσκοὺς ⸀καινούς.","οὐδὲ βάλλουσιν οἶνον νέον εἰς ἀσκοὺς παλαιούς· εἰ δὲ μή γε, ῥήγνυνται οἱ ἀσκοί, καὶ ὁ οἶνος ἐκχεῖται καὶ οἱ ἀσκοὶ ⸀ἀπόλλυνται· ἀλλὰ βάλλουσιν οἶνον νέον εἰς ἀσκοὺς καινούς, καὶ ἀμφότεροι συντηροῦνται."
Mark 2:23,Matt 12:1,7,9,0.394311,0.452467,0.112544,0.571429,0.48279,35.707734,matt_expands;reordering,11,8,0,και;ο,αρχω;αυτος;δια;εν;και;μαθητης;ο;σαββατον;σποριμος;σταχυς;τιλλω,γινομαι;οδος;παραπορευομαι;ποιεω,δε;εκεινος;εσθιω;ιησους;καιρος;πειναω;πορευομαι,2,0,"Καὶ ἐγένετο ⸂αὐτὸν ἐν τοῖς σάββασιν παραπορεύεσθαι⸃ διὰ τῶν σπορίμων, καὶ ⸂οἱ μαθηταὶ αὐτοῦ ἤρξαντο⸃ ὁδὸν ποιεῖν τίλλοντες τοὺς στάχυας.",Ἐν ἐκείνῳ τῷ καιρῷ ἐπορεύθη ὁ Ἰησοῦς τοῖς σάββασιν διὰ τῶν σπορίμων· οἱ δὲ μαθηταὶ αὐτοῦ ἐπείνασαν καὶ ἤρξαντο τίλλειν στάχυας καὶ ἐσθίειν.
Mark 2:24,Matt 12:2,7,9,0.547861,0.76793,0.178914,0.533333,0.508972,24.440649,matt_expands;substitution;reordering,5,3,4,ο;σαββατον,αυτος;εξεστιν;λεγω;ο;ος;ου;ποιεω;σαββατον;φαρισαιος,ιδε;και;τις,δε;εν;ιδου;μαθητης;οραω;συ,1,0,καὶ οἱ Φαρισαῖοι ἔλεγον αὐτῷ· Ἴδε τί ⸀ποιοῦσιν τοῖς σάββασιν ὃ οὐκ ἔξεστιν;,οἱ δὲ Φαρισαῖοι ἰδόντες εἶπαν αὐτῷ· Ἰδοὺ οἱ μαθηταί σου ποιοῦσιν ὃ οὐκ ἔξεστιν ποιεῖν ἐν σαββάτῳ.
Mark 2:25,Matt 12:3,7,9,0.539691,0.588295,0.224451,0.769231,0.649989,22.958273,mark_expands;substitution,0,4,3,,αναγινωσκω;αυτος;δαυιδ;και;λεγω;μετα;ο;οτε;πειναω;ποιεω;τις,εχω;ουδεποτε;χρεια,δε;ου,1,1,καὶ ⸀λέγει αὐτοῖς· Οὐδέποτε ἀνέγνωτε τί ἐποίησεν Δαυὶδ ὅτε χρείαν ἔσχεν καὶ ἐπείνασεν αὐτὸς καὶ οἱ μετʼ αὐτοῦ;,ὁ δὲ εἶπεν αὐτοῖς· Οὐκ ἀνέγνωτε τί ἐποίησεν Δαυὶδ ὅτε ⸀ἐπείνασεν καὶ οἱ μετʼ αὐτοῦ;
Mark 2:26,Matt 12:4,7,9,0.616209,0.665122,0.405572,0.758621,0.637863,51.446013,matt_expands;substitution;reordering,6,3,7,αυτος;ειμι;ο,αρτος;αυτος;ει;ειμι;εις;εισερχομαι;εξεστιν;εσθιω;θεος;ιερευς;και;μη;ο;οικος;ος;ου;προθεσις;πως,αβιαθαρ;αρχιερευς;διδωμι;επι;συν,μετα;μονος;ουδε,2,1,"⸀πῶς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ ἐπὶ Ἀβιαθὰρ ἀρχιερέως καὶ τοὺς ἄρτους τῆς προθέσεως ἔφαγεν, οὓς οὐκ ἔξεστιν φαγεῖν εἰ μὴ ⸂τοὺς ἱερεῖς⸃, καὶ ἔδωκεν καὶ τοῖς σὺν αὐτῷ οὖσιν;","πῶς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ⸂ἔφαγον, ὃ⸃ οὐκ ἐξὸν ἦν αὐτῷ φαγεῖν οὐδὲ τοῖς μετʼ αὐτοῦ, εἰ μὴ τοῖς ἱερεῦσιν μόνοις;"
Mark 2:27,Matt 12:5,7,9,0.104961,0.091326,0.0,0.25,0.13864,5.418267,matt_expands;substitution;reordering,4,1,13,και;ου,και;ο;ου;σαββατον,ανθρωπος;αυτος;γινομαι;δια;λεγω,αναγινωσκω;αναιτιος;βεβηλοω;ειμι;εν;η;ιερευς;ιερος;νομος;οτι,1,0,καὶ ἔλεγεν αὐτοῖς· Τὸ σάββατον διὰ τὸν ἄνθρωπον ἐγένετο ⸀καὶ οὐχ ὁ ἄνθρωπος διὰ τὸ σάββατον·,ἢ οὐκ ἀνέγνωτε ἐν τῷ νόμῳ ὅτι τοῖς σάββασιν οἱ ἱερεῖς ἐν τῷ ἱερῷ τὸ σάββατον βεβηλοῦσιν καὶ ἀναίτιοί εἰσιν;
Mark 2:28,Matt 12:8,7,9,0.644069,0.823209,0.242613,0.727273,0.675169,18.943854,mark_expands;reordering,3,4,0,ο;σαββατον,ανθρωπος;ειμι;κυριος;ο;σαββατον;υιος,και;ωστε,γαρ,0,0,ὥστε κύριός ἐστιν ὁ υἱὸς τοῦ ἀνθρώπου καὶ τοῦ σαββάτου.,κύριος γάρ ἐστιν τοῦ σαββάτου ὁ υἱὸς τοῦ ἀνθρώπου.
Mark 3:2,Matt 12:10,7,9,0.315655,0.308581,0.203277,0.428571,0.402599,17.461043,matt_expands;substitution,2,1,7,,αυτος;ει;θεραπευω;ινα;και;κατηγορεω;ο;σαββατον,παρατηρεω,ανθρωπος;εξεστιν;επερωταω;εχω;ιδου;λεγω;ξηρος;χειρ,1,2,"καὶ παρετήρουν αὐτὸν εἰ τοῖς σάββασιν θεραπεύσει αὐτόν, ἵνα ⸀κατηγορήσωσιν αὐτοῦ.",καὶ ἰδοὺ ⸀ἄνθρωπος χεῖρα ἔχων ξηράν. καὶ ἐπηρώτησαν αὐτὸν λέγοντες· Εἰ ἔξεστι τοῖς σάββασιν ⸀θεραπεύειν; ἵνα κατηγορήσωσιν αὐτοῦ.
Mark 3:3,Matt 12:11,7,9,0.195231,0.195265,0.0,0.444444,0.184724,13.454405,matt_expands;substitution;reordering,13,3,10,ανθρωπος;εις;εχω;λεγω;ο,ανθρωπος;εγειρω;εις;εχω;και;λεγω;ο,μεσος;ξηρος;χειρ,αυτος;βοθυνος;δε;εαν;ειμι;εκ;εμπιπτω;κρατεω;ος;ουτος;ουχι;προβατον;σαββατον;συ;τις,2,1,καὶ λέγει τῷ ἀνθρώπῳ τῷ ⸂τὴν χεῖρα ἔχοντι ξηράν⸃· ⸀Ἔγειρε εἰς τὸ μέσον.,"ὁ δὲ εἶπεν αὐτοῖς· Τίς ⸀ἔσται ἐξ ὑμῶν ἄνθρωπος ὃς ἕξει πρόβατον ἕν, καὶ ἐὰν ἐμπέσῃ τοῦτο τοῖς σάββασιν εἰς βόθυνον, οὐχὶ κρατήσει αὐτὸ καὶ ἐγερεῖ;"
Mark 3:4,Matt 12:12,7,9,0.144607,0.144007,0.071533,0.25,0.119202,11.108467,substitution,0,0,16,,εξεστιν;ο;σαββατον,αγαθοποιεω;αποκτεινω;αυτος;δε;η;και;κακοποιεω;λεγω;σιωπαω;σωζω;ψυχη,ανθρωπος;διαφερω;καλως;ουν;ποιεω;ποσος;προβατον;ωστε,1,0,"καὶ λέγει αὐτοῖς· Ἔξεστιν τοῖς σάββασιν ⸀ἀγαθοποιῆσαι ἢ κακοποιῆσαι, ψυχὴν σῶσαι ἢ ἀποκτεῖναι; οἱ δὲ ἐσιώπων.",πόσῳ οὖν διαφέρει ἄνθρωπος προβάτου. ὥστε ἔξεστιν τοῖς σάββασιν καλῶς ποιεῖν.
Mark 3:5,Matt 12:13,7,9,0.368298,0.315219,0.336468,0.571429,0.280467,23.08689,matt_expands;substitution,3,0,14,,ανθρωπος;αποκαθιστημι;εκτεινω;και;λεγω;ο;χειρ,αυτος;επι;καρδια;μετα;οργη;περιβλεπομαι;πωρωσις;συλλυπεομαι,αλλος;συ;τοτε;υγιης;ως,2,1,"καὶ περιβλεψάμενος αὐτοὺς μετʼ ὀργῆς, συλλυπούμενος ἐπὶ τῇ πωρώσει τῆς καρδίας αὐτῶν, λέγει τῷ ἀνθρώπῳ· Ἔκτεινον τὴν ⸀χεῖρα· καὶ ἐξέτεινεν, καὶ ἀπεκατεστάθη ἡ χεὶρ ⸀αὐτοῦ.","τότε λέγει τῷ ἀνθρώπῳ· Ἔκτεινόν ⸂σου τὴν χεῖρα⸃· καὶ ἐξέτεινεν, καὶ ἀπεκατεστάθη ὑγιὴς ὡς ἡ ἄλλη."
Mark 3:6,Matt 12:14,7,9,0.442394,0.5065,0.104482,0.666667,0.550149,20.368158,mark_expands,1,5,1,,απολλυμι;αυτος;εξερχομαι;κατα;ο;οπως;συμβουλιον;φαρισαιος,διδωμι;ευθυς;ηρωδιανοι;και;μετα,δε;λαμβανω,2,1,καὶ ἐξελθόντες οἱ Φαρισαῖοι ⸀εὐθὺς μετὰ τῶν Ἡρῳδιανῶν συμβούλιον ⸀ἐδίδουν κατʼ αὐτοῦ ὅπως αὐτὸν ἀπολέσωσιν.,⸂ἐξελθόντες δὲ οἱ Φαρισαῖοι συμβούλιον ἔλαβον κατʼ αὐτοῦ⸃ ὅπως αὐτὸν ἀπολέσωσιν.
Mark 3:7,Matt 12:15,7,9,0.220799,0.274773,0.0,0.352941,0.265633,17.532467,matt_expands;substitution;reordering,6,0,19,ακολουθεω;αναχωρεω;ιησους;ο;πολυς,ακολουθεω;αναχωρεω;αυτος;ιησους;και;ο;πολυς,απο;γαλιλαια;θαλασσα;ιουδαια;μαθητης;μετα;πληθος;προς,γινωσκω;δε;εκειθεν;θεραπευω;πας,2,1,"Καὶ ὁ Ἰησοῦς ⸂μετὰ τῶν μαθητῶν αὐτοῦ ἀνεχώρησεν⸃ πρὸς τὴν θάλασσαν· καὶ πολὺ πλῆθος ἀπὸ τῆς Γαλιλαίας ⸀ἠκολούθησεν, καὶ ἀπὸ τῆς Ἰουδαίας","Ὁ δὲ Ἰησοῦς γνοὺς ἀνεχώρησεν ἐκεῖθεν. καὶ ἠκολούθησαν ⸀αὐτῷ πολλοί, καὶ ἐθεράπευσεν αὐτοὺς πάντας,"
Mark 3:21,Matt 12:23,8,10,0.146501,0.213729,0.0,0.166667,0.169899,8.637044,substitution;reordering,0,0,13,εξιστημι,εξιστημι;και;λεγω;ο,ακουω;αυτος;γαρ;εξερχομαι;κρατεω;οτι;παρα,δαυιδ;ειμι;μητι;ουτος;οχλος;πας;υιος,0,0,"καὶ ἀκούσαντες οἱ παρʼ αὐτοῦ ἐξῆλθον κρατῆσαι αὐτόν, ἔλεγον γὰρ ὅτι ἐξέστη.",καὶ ἐξίσταντο πάντες οἱ ὄχλοι καὶ ἔλεγον· Μήτι οὗτός ἐστιν ὁ υἱὸς Δαυίδ;
Mark 3:22,Matt 12:24,8,10,0.337709,0.427509,0.115766,0.4,0.363885,25.433111,mark_expands;substitution;reordering,1,4,16,βεελζεβουλ;δαιμονιον;εκβαλλω;λεγω,αρχων;βεελζεβουλ;δαιμονιον;εκβαλλω;εν;λεγω;ο,απο;γραμματευς;εχω;ιεροσολυμα;και;καταβαινω;οτι,ακουω;δε;ει;μη;ου;ουτος;φαρισαιος,0,0,καὶ οἱ γραμματεῖς οἱ ἀπὸ Ἱεροσολύμων καταβάντες ἔλεγον ὅτι Βεελζεβοὺλ ἔχει καὶ ὅτι ἐν τῷ ἄρχοντι τῶν δαιμονίων ἐκβάλλει τὰ δαιμόνια.,οἱ δὲ Φαρισαῖοι ἀκούσαντες εἶπον· Οὗτος οὐκ ἐκβάλλει τὰ δαιμόνια εἰ μὴ ἐν τῷ Βεελζεβοὺλ ἄρχοντι τῶν δαιμονίων.
Mark 3:25,Matt 12:25,8,11,0.299301,0.33854,0.1316,0.421053,0.29847,19.210747,matt_expands;substitution;reordering,13,5,5,μεριζω;ο,εαυτου;ιστημι;και;μεριζω;ο;οικια;ου,δυναμαι;εαν;εκεινος;επι,αυτος;βασιλεια;δε;ενθυμησις;ερημοομαι;η;κατα;λεγω;οραω;πας;πολις,2,1,"καὶ ἐὰν οἰκία ἐφʼ ἑαυτὴν μερισθῇ, οὐ ⸀δυνήσεται ⸂ἡ οἰκία ἐκείνη σταθῆναι⸃·","εἰδὼς ⸀δὲ τὰς ἐνθυμήσεις αὐτῶν εἶπεν αὐτοῖς· Πᾶσα βασιλεία μερισθεῖσα καθʼ ἑαυτῆς ἐρημοῦται, καὶ πᾶσα πόλις ἢ οἰκία μερισθεῖσα καθʼ ἑαυτῆς οὐ σταθήσεται."
Mark 3:26,Matt 12:26,8,11,0.26859,0.328216,0.0,0.4,0.408927,17.844035,substitution,0,1,8,,εαυτου;ει;επι;ιστημι;και;μεριζω;ο;σατανας,αλλα;ανιστημι;δυναμαι;εχω;ου;τελος,αυτος;βασιλεια;εκβαλλω;ουν;πως,2,0,"καὶ εἰ ὁ Σατανᾶς ἀνέστη ἐφʼ ἑαυτὸν καὶ ⸀ἐμερίσθη, οὐ δύναται ⸀στῆναι ἀλλὰ τέλος ἔχει.","καὶ εἰ ὁ Σατανᾶς τὸν Σατανᾶν ἐκβάλλει, ἐφʼ ἑαυτὸν ἐμερίσθη· πῶς οὖν σταθήσεται ἡ βασιλεία αὐτοῦ;"
Mark 3:27,Matt 12:29,8,11,0.594697,0.752829,0.177673,0.714286,0.686484,51.587338,matt_expands;substitution;reordering,3,1,4,δεω;εισερχομαι,αυτος;δεω;διαρπαζω;δυναμαι;εαν;εις;εισερχομαι;ισχυρος;και;μη;ο;οικια;πρωτος;σκευος;τοτε,αλλα;ουδεις,αρπαζω;η;πως;τις,3,2,"⸂ἀλλʼ οὐδεὶς δύναται⸃ ⸂εἰς τὴν οἰκίαν τοῦ ἰσχυροῦ εἰσελθὼν τὰ σκεύη⸃ αὐτοῦ διαρπάσαι ἐὰν μὴ πρῶτον τὸν ἰσχυρὸν δήσῃ, καὶ τότε τὴν οἰκίαν αὐτοῦ ⸀διαρπάσει.","ἢ πῶς δύναταί τις εἰσελθεῖν εἰς τὴν οἰκίαν τοῦ ἰσχυροῦ καὶ τὰ σκεύη αὐτοῦ ⸀ἁρπάσαι, ἐὰν μὴ πρῶτον δήσῃ τὸν ἰσχυρόν; καὶ τότε τὴν οἰκίαν αὐτοῦ ⸀διαρπάσει."
Mark 3:28,Matt 12:31,8,11,0.326882,0.384617,0.051266,0.555556,0.298763,19.316402,matt_expands;substitution;reordering,4,3,7,και,ανθρωπος;αφιημι;βλασφημια;και;λεγω;ο;πας;συ,αμαρτημα;αμην;βλασφημεω;εαν;οσος;οτι;υιος,αμαρτια;δε;δια;ου;ουτος;πνευμα,2,1,"Ἀμὴν λέγω ὑμῖν ὅτι πάντα ἀφεθήσεται ⸂τοῖς υἱοῖς τῶν ἀνθρώπων, τὰ ἁμαρτήματα⸃ καὶ ⸂αἱ βλασφημίαι ὅσα ἐὰν⸃ βλασφημήσωσιν·","διὰ τοῦτο λέγω ὑμῖν, πᾶσα ἁμαρτία καὶ βλασφημία ἀφεθήσεται τοῖς ἀνθρώποις, ἡ δὲ τοῦ πνεύματος βλασφημία οὐκ ⸀ἀφεθήσεται."
Mark 3:29,Matt 12:32,8,11,0.223082,0.23133,0.100735,0.347826,0.242342,19.078436,matt_expands;substitution,12,0,12,,αγιος;αιων;αν;δε;ο;ος;ου;πνευμα,αιωνιος;αλλα;αμαρτημα;αφεσις;βλασφημεω;ειμι;εις;ενοχος;εχω,ανθρωπος;αυτος;αφιημι;εαν;εν;και;κατα;λεγω;λογος;μελλω;ουτε;ουτος;υιος,1,1,"ὃς δʼ ἂν βλασφημήσῃ εἰς τὸ πνεῦμα τὸ ἅγιον, οὐκ ἔχει ἄφεσιν εἰς τὸν αἰῶνα, ἀλλὰ ἔνοχός ἐστιν αἰωνίου ⸀ἁμαρτήματος.","καὶ ὃς ἐὰν εἴπῃ λόγον κατὰ τοῦ υἱοῦ τοῦ ἀνθρώπου, ἀφεθήσεται αὐτῷ· ὃς δʼ ἂν εἴπῃ κατὰ τοῦ πνεύματος τοῦ ἁγίου, οὐκ ἀφεθήσεται αὐτῷ οὔτε ἐν ⸂τούτῳ τῷ⸃ αἰῶνι οὔτε ἐν τῷ μέλλοντι."
Mark 3:31,Matt 12:46,9,12,0.229785,0.251251,0.066073,0.375,0.252036,15.218026,substitution;reordering,0,1,13,αυτος,αδελφος;αυτος;εξω;και;μητηρ;ο,αποστελλω;ερχομαι;καλεω;προς;στηκω,δε;ετι;ζητεω;ιδου;ιστημι;λαλεω;οχλος,4,1,⸂Καὶ ἔρχονται⸃ ⸂ἡ μήτηρ αὐτοῦ καὶ οἱ ἀδελφοὶ αὐτοῦ⸃ καὶ ἔξω ⸀στήκοντες ἀπέστειλαν πρὸς αὐτὸν ⸀καλοῦντες αὐτόν.,Ἔτι ⸀δὲ αὐτοῦ λαλοῦντος τοῖς ὄχλοις ἰδοὺ ἡ μήτηρ καὶ οἱ ἀδελφοὶ αὐτοῦ εἱστήκεισαν ἔξω ζητοῦντες αὐτῷ λαλῆσαι.
Mark 3:32,Matt 12:47,9,12,0.518345,0.542625,0.312428,0.714286,0.531996,22.427953,mark_expands,4,6,0,,αδελφος;αυτος;εξω;ζητεω;ιδου;και;λεγω;μητηρ;ο;συ,καθημαι;οχλος;περι,δε;ιστημι;λαλεω;τις,3,1,"καὶ ἐκάθητο ⸂περὶ αὐτὸν ὄχλος⸃, ⸂καὶ λέγουσιν⸃ αὐτῷ· Ἰδοὺ ἡ μήτηρ σου καὶ οἱ ἀδελφοί ⸀σου ἔξω ζητοῦσίν σε.","⸂εἶπεν δέ τις αὐτῷ· Ἰδοὺ ἡ μήτηρ σου καὶ οἱ ἀδελφοί σου ἔξω ἑστήκασιν, ζητοῦντές σοι λαλῆσαι.⸃"
