book,ref,chapter,verse,token_count_morphgnt,content_token_count_morphgnt,normalized_tokens_morphgnt,content_tokens_morphgnt,lemma_tokens_all,lemma_tokens_content,pos_sequence,long_ending_status
Matt,Matt 2:16,2,16,37,19,τοτε ηρωδησ ιδων οτι ενεπαιχθη υπο των μαγων εθυμωθη λιαν και αποστειλασ ανειλεν παντασ τουσ παιδασ τουσ εν βηθλεεμ και εν πασιν τοισ οριοισ αυτησ απο διετουσ και κατωτερω κατα τον χρονον ον ηκριβωσεν παρα των μαγων,τοτε ηρωδησ ιδων ενεπαιχθη μαγων εθυμωθη λιαν αποστειλασ ανειλεν παντασ παιδασ βηθλεεμ πασιν οριοισ διετουσ κατωτερω χρονον ηκριβωσεν μαγων,τοτε ηρωδησ οραω οτι εμπαιζω υπο ο μαγοσ θυμοομαι λιαν και αποστελλω αναιρεω πασ ο παισ ο εν βηθλεεμ και εν πασ ο οριον αυτοσ απο διετησ και κατωτερω κατα ο χρονοσ οσ ακριβοω παρα ο μαγοσ,τοτε ηρωδησ οραω εμπαιζω μαγοσ θυμοομαι λιαν αποστελλω αναιρεω πασ παισ βηθλεεμ πασ οριον διετησ κατωτερω χρονοσ ακριβοω μαγοσ,D- N- V- C- V- P- RA N- V- D- C- V- V- A- RA N- RA P- N- C- P- A- RA N- RP P- A- C- D- P- RA N- RR V- P- RA N-,main_text
Matt,Matt 2:17,2,17,9,6,τοτε επληρωθη το ρηθεν δια ιερεμιου του προφητου λεγοντοσ,τοτε επληρωθη ρηθεν ιερεμιου προφητου λεγοντοσ,τοτε πληροω ο λεγω δια ιερεμιασ ο προφητησ λεγω,τοτε πληροω λεγω ιερεμιασ προφητησ λεγω,D- V- RA V- P- N- RA N- V-,main_text
Matt,Matt 2:18,2,18,20,14,φωνη εν ραμα ηκουσθη κλαυθμοσ και οδυρμοσ πολυσ ραχηλ κλαιουσα τα τεκνα αυτησ και ου ηθελεν παρακληθηναι οτι ου εισιν,φωνη ραμα ηκουσθη κλαυθμοσ οδυρμοσ πολυσ ραχηλ κλαιουσα τεκνα ου ηθελεν παρακληθηναι ου εισιν,φωνη εν ραμα ακουω κλαυθμοσ και οδυρμοσ πολυσ ραχηλ κλαιω ο τεκνον αυτοσ και ου θελω παρακαλεω οτι ου ειμι,φωνη ραμα ακουω κλαυθμοσ οδυρμοσ πολυσ ραχηλ κλαιω τεκνον ου θελω παρακαλεω ου ειμι,N- P- N- V- N- C- N- A- N- V- RA N- RP C- D- V- V- C- D- V-,main_text
Matt,Matt 2:19,2,19,14,8,τελευτησαντοσ δε του ηρωδου ιδου αγγελοσ κυριου φαινεται κατα οναρ τω ιωσηφ εν αιγυπτω,τελευτησαντοσ ηρωδου αγγελοσ κυριου φαινεται οναρ ιωσηφ αιγυπτω,τελευταω δε ο ηρωδησ ιδου αγγελοσ κυριοσ φαινω κατα οναρ ο ιωσηφ εν αιγυπτοσ,τελευταω ηρωδησ αγγελοσ κυριοσ φαινω οναρ ιωσηφ αιγυπτοσ,V- C- RA N- X- N- N- V- P- N- RA N- P- N-,main_text
Matt,Matt 2:20,2,20,22,12,λεγων εγερθεισ παραλαβε το παιδιον και την μητερα αυτου και πορευου εισ γην ισραηλ τεθνηκασιν γαρ οι ζητουντεσ την ψυχην του παιδιου,λεγων εγερθεισ παραλαβε παιδιον μητερα πορευου γην ισραηλ τεθνηκασιν ζητουντεσ ψυχην παιδιου,λεγω εγειρω παραλαμβανω ο παιδιον και ο μητηρ αυτοσ και πορευομαι εισ γη ισραηλ θνησκω γαρ ο ζητεω ο ψυχη ο παιδιον,λεγω εγειρω παραλαμβανω παιδιον μητηρ πορευομαι γη ισραηλ θνησκω ζητεω ψυχη παιδιον,V- V- V- RA N- C- RA N- RP C- V- P- N- N- V- C- RA V- RA N- RA N-,main_text
Matt,Matt 2:21,2,21,15,7,ο δε εγερθεισ παρελαβεν το παιδιον και την μητερα αυτου και εισηλθεν εισ γην ισραηλ,εγερθεισ παρελαβεν παιδιον μητερα εισηλθεν γην ισραηλ,ο δε εγειρω παραλαμβανω ο παιδιον και ο μητηρ αυτοσ και εισερχομαι εισ γη ισραηλ,εγειρω παραλαμβανω παιδιον μητηρ εισερχομαι γη ισραηλ,RA C- V- V- RA N- C- RA N- RP C- V- P- N- N-,main_text
Matt,Matt 2:22,2,22,25,14,ακουσασ δε οτι αρχελαοσ βασιλευει τησ ιουδαιασ αντι του πατροσ αυτου ηρωδου εφοβηθη εκει απελθειν χρηματισθεισ δε κατα οναρ ανεχωρησεν εισ τα μερη τησ γαλιλαιασ,ακουσασ αρχελαοσ βασιλευει ιουδαιασ πατροσ ηρωδου εφοβηθη εκει απελθειν χρηματισθεισ οναρ ανεχωρησεν μερη γαλιλαιασ,ακουω δε οτι αρχελαοσ βασιλευω ο ιουδαια αντι ο πατηρ αυτοσ ηρωδησ φοβεομαι εκει απερχομαι χρηματιζω δε κατα οναρ αναχωρεω εισ ο μεροσ ο γαλιλαια,ακουω αρχελαοσ βασιλευω ιουδαια πατηρ ηρωδησ φοβεομαι εκει απερχομαι χρηματιζω οναρ αναχωρεω μεροσ γαλιλαια,V- C- C- N- V- RA N- P- RA N- RP N- V- D- V- V- C- P- N- V- P- RA N- RA N-,main_text
Matt,Matt 2:23,2,23,17,11,και ελθων κατωκησεν εισ πολιν λεγομενην ναζαρετ οπωσ πληρωθη το ρηθεν δια των προφητων οτι ναζωραιοσ κληθησεται,ελθων κατωκησεν πολιν λεγομενην ναζαρετ πληρωθη ρηθεν προφητων οτι ναζωραιοσ κληθησεται,και ερχομαι κατοικεω εισ πολισ λεγω ναζαρετ οπωσ πληροω ο λεγω δια ο προφητησ οτι ναζωραιοσ καλεω,ερχομαι κατοικεω πολισ λεγω ναζαρετ πληροω λεγω προφητησ οτι ναζωραιοσ καλεω,C- V- V- P- N- V- N- C- V- RA V- P- RA N- D- N- V-,main_text
Matt,Matt 3:1,3,1,15,7,εν δε ταισ ημεραισ εκειναισ παραγινεται ιωαννησ ο βαπτιστησ κηρυσσων εν τη ερημω τησ ιουδαιασ,ημεραισ παραγινεται ιωαννησ βαπτιστησ κηρυσσων ερημω ιουδαιασ,εν δε ο ημερα εκεινοσ παραγινομαι ιωαννησ ο βαπτιστησ κηρυσσω εν ο ερημοσ ο ιουδαια,ημερα παραγινομαι ιωαννησ βαπτιστησ κηρυσσω ερημοσ ιουδαια,P- C- RA N- RD V- N- RA N- V- P- RA A- RA N-,main_text
Matt,Matt 3:2,3,2,9,5,και λεγων μετανοειτε ηγγικεν γαρ η βασιλεια των ουρανων,λεγων μετανοειτε ηγγικεν βασιλεια ουρανων,και λεγω μετανοεω εγγιζω γαρ ο βασιλεια ο ουρανοσ,λεγω μετανοεω εγγιζω βασιλεια ουρανοσ,C- V- V- V- C- RA N- RA N-,main_text
Matt,Matt 3:3,3,3,24,14,ουτοσ γαρ εστιν ο ρηθεισ δια ησαιου του προφητου λεγοντοσ φωνη βοωντοσ εν τη ερημω ετοιμασατε την οδον κυριου ευθειασ ποιειτε τασ τριβουσ αυτου,εστιν ρηθεισ ησαιου προφητου λεγοντοσ φωνη βοωντοσ ερημω ετοιμασατε οδον κυριου ευθειασ ποιειτε τριβουσ,ουτοσ γαρ ειμι ο λεγω δια ησαιασ ο προφητησ λεγω φωνη βοαω εν ο ερημοσ ετοιμαζω ο οδοσ κυριοσ ευθυσ ποιεω ο τριβοσ αυτοσ,ειμι λεγω ησαιασ προφητησ λεγω φωνη βοαω ερημοσ ετοιμαζω οδοσ κυριοσ ευθυσ ποιεω τριβοσ,RD C- V- RA V- P- N- RA N- V- N- V- P- RA A- V- RA N- N- A- V- RA N- RP,main_text
Matt,Matt 3:4,3,4,27,13,αυτοσ δε ο ιωαννησ ειχεν το ενδυμα αυτου απο τριχων καμηλου και ζωνην δερματινην περι την οσφυν αυτου η δε τροφη ην αυτου ακριδεσ και μελι αγριον,ιωαννησ ειχεν ενδυμα τριχων καμηλου ζωνην δερματινην οσφυν τροφη ην ακριδεσ μελι αγριον,αυτοσ δε ο ιωαννησ εχω ο ενδυμα αυτοσ απο θριξ καμηλοσ και ζωνη δερματινοσ περι ο οσφυσ αυτοσ ο δε τροφη ειμι αυτοσ ακρισ και μελι αγριοσ,ιωαννησ εχω ενδυμα θριξ καμηλοσ ζωνη δερματινοσ οσφυσ τροφη ειμι ακρισ μελι αγριοσ,RP C- RA N- V- RA N- RP P- N- N- C- N- A- P- RA N- RP RA C- N- V- RP N- C- N- A-,main_text
Matt,Matt 3:5,3,5,15,8,τοτε εξεπορευετο προσ αυτον ιεροσολυμα και πασα η ιουδαια και πασα η περιχωροσ του ιορδανου,τοτε εξεπορευετο ιεροσολυμα πασα ιουδαια πασα περιχωροσ ιορδανου,τοτε εκπορευομαι προσ αυτοσ ιεροσολυμα και πασ ο ιουδαια και πασ ο περιχωροσ ο ιορδανησ,τοτε εκπορευομαι ιεροσολυμα πασ ιουδαια πασ περιχωροσ ιορδανησ,D- V- P- RP N- C- A- RA N- C- A- RA A- RA N-,main_text
Matt,Matt 3:6,3,6,12,5,και εβαπτιζοντο εν τω ιορδανη ποταμω υπο αυτου εξομολογουμενοι τασ αμαρτιασ αυτων,εβαπτιζοντο ιορδανη ποταμω εξομολογουμενοι αμαρτιασ,και βαπτιζω εν ο ιορδανησ ποταμοσ υπο αυτοσ εξομολογεω ο αμαρτια αυτοσ,βαπτιζω ιορδανησ ποταμοσ εξομολογεω αμαρτια,C- V- P- RA N- N- P- RP V- RA N- RP,main_text
Matt,Matt 3:7,3,7,24,13,ιδων δε πολλουσ των φαρισαιων και σαδδουκαιων ερχομενουσ επι το βαπτισμα αυτου ειπεν αυτοισ γεννηματα εχιδνων τισ υπεδειξεν υμιν φυγειν απο τησ μελλουσησ οργησ,ιδων πολλουσ φαρισαιων σαδδουκαιων ερχομενουσ βαπτισμα ειπεν γεννηματα εχιδνων υπεδειξεν φυγειν μελλουσησ οργησ,οραω δε πολυσ ο φαρισαιοσ και σαδδουκαιοσ ερχομαι επι ο βαπτισμα αυτοσ λεγω αυτοσ γεννημα εχιδνα τισ υποδεικνυμι συ φευγω απο ο μελλω οργη,οραω πολυσ φαρισαιοσ σαδδουκαιοσ ερχομαι βαπτισμα λεγω γεννημα εχιδνα υποδεικνυμι φευγω μελλω οργη,V- C- A- RA N- C- N- V- P- RA N- RP V- RP N- N- RI V- RP V- P- RA V- N-,main_text
Matt,Matt 3:8,3,8,6,4,ποιησατε ουν καρπον αξιον τησ μετανοιασ,ποιησατε καρπον αξιον μετανοιασ,ποιεω ουν καρποσ αξιοσ ο μετανοια,ποιεω καρποσ αξιοσ μετανοια,V- C- N- A- RA N-,main_text
Matt,Matt 3:9,3,9,25,13,και μη δοξητε λεγειν εν εαυτοισ πατερα εχομεν τον αβρααμ λεγω γαρ υμιν οτι δυναται ο θεοσ εκ των λιθων τουτων εγειραι τεκνα τω αβρααμ,μη δοξητε λεγειν πατερα εχομεν αβρααμ λεγω δυναται θεοσ λιθων εγειραι τεκνα αβρααμ,και μη δοκεω λεγω εν εαυτου πατηρ εχω ο αβρααμ λεγω γαρ συ οτι δυναμαι ο θεοσ εκ ο λιθοσ ουτοσ εγειρω τεκνον ο αβρααμ,μη δοκεω λεγω πατηρ εχω αβρααμ λεγω δυναμαι θεοσ λιθοσ εγειρω τεκνον αβρααμ,C- D- V- V- P- RP N- V- RA N- V- C- RP C- V- RA N- P- RA N- RD V- N- RA N-,main_text
Matt,Matt 3:10,3,10,22,14,ηδη δε η αξινη προσ την ριζαν των δενδρων κειται παν ουν δενδρον μη ποιουν καρπον καλον εκκοπτεται και εισ πυρ βαλλεται,ηδη αξινη ριζαν δενδρων κειται παν δενδρον μη ποιουν καρπον καλον εκκοπτεται πυρ βαλλεται,ηδη δε ο αξινη προσ ο ριζα ο δενδρον κειμαι πασ ουν δενδρον μη ποιεω καρποσ καλοσ εκκοπτω και εισ πυρ βαλλω,ηδη αξινη ριζα δενδρον κειμαι πασ δενδρον μη ποιεω καρποσ καλοσ εκκοπτω πυρ βαλλω,D- C- RA N- P- RA N- RA N- V- A- C- N- D- V- N- A- V- C- P- N- V-,main_text
Matt,Matt 3:11,3,11,31,15,εγω μεν υμασ βαπτιζω εν υδατι εισ μετανοιαν ο δε οπισω μου ερχομενοσ ισχυροτεροσ μου εστιν ου ου ειμι ικανοσ τα υποδηματα βαστασαι αυτοσ υμασ βαπτισει εν πνευματι αγιω και πυρι,βαπτιζω υδατι μετανοιαν ερχομενοσ ισχυροτεροσ εστιν ου ειμι ικανοσ υποδηματα βαστασαι βαπτισει πνευματι αγιω πυρι,εγω μεν συ βαπτιζω εν υδωρ εισ μετανοια ο δε οπισω εγω ερχομαι ισχυροσ εγω ειμι οσ ου ειμι ικανοσ ο υποδημα βασταζω αυτοσ συ βαπτιζω εν πνευμα αγιοσ και πυρ,βαπτιζω υδωρ μετανοια ερχομαι ισχυροσ ειμι ου ειμι ικανοσ υποδημα βασταζω βαπτιζω πνευμα αγιοσ πυρ,RP C- RP V- P- N- P- N- RA C- P- RP V- A- RP V- RR D- V- A- RA N- V- RP RP V- P- N- A- C- N-,main_text
Matt,Matt 3:12,3,12,26,11,ου το πτυον εν τη χειρι αυτου και διακαθαριει την αλωνα αυτου και συναξει τον σιτον αυτου εισ την αποθηκην το δε αχυρον κατακαυσει πυρι ασβεστω,πτυον χειρι διακαθαριει αλωνα συναξει σιτον αποθηκην αχυρον κατακαυσει πυρι ασβεστω,οσ ο πτυον εν ο χειρ αυτοσ και διακαθαριζω ο αλων αυτοσ και συναγω ο σιτοσ αυτοσ εισ ο αποθηκη ο δε αχυρον κατακαιω πυρ ασβεστοσ,πτυον χειρ διακαθαριζω αλων συναγω σιτοσ αποθηκη αχυρον κατακαιω πυρ ασβεστοσ,RR RA N- P- RA N- RP C- V- RA N- RP C- V- RA N- RP P- RA N- RA C- N- V- N- A-,main_text
