source_book,source_ref,target_book,target_ref,target_window_n_verses,rank_within_source,score,token_weighted_jaccard,stem_weighted_jaccard,lcs_len,lcs_ratio,max_exact_run_len,max_exact_run,shared_bigrams,shared_trigrams,shared_fourgrams,shared_content_token_count,shared_content_tokens,source_text,target_text,negative_space_flags,formula_risk,case_priority_score
1Cor,1Cor 11:25,Luke,Luke 22:20,1,1.0,0.5805,0.4459,0.4325,16,0.7273,10,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,11,9,7,7,αιματι δειπνησαι διαθηκη καινη ποτηριον τουτο ωσαυτωσ,"ὡσαύτως καὶ τὸ ποτήριον μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐστὶν ἐν τῷ ἐμῷ αἵματι· τοῦτο ποιεῖτε, ὁσάκις ⸀ἐὰν πίνητε, εἰς τὴν ἐμὴν ἀνάμνησιν.","⸄καὶ τὸ ποτήριον ὡσαύτως⸅ μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐν τῷ αἵματί μου, τὸ ὑπὲρ ὑμῶν ἐκχυννόμενον]⸃.",cup_new_covenant,high,1.0055
Eph,Eph 5:31,Mark,Mark 10:5-8,4,,0.573,0.3336,0.3304,18,0.8571,8,αυτου και εσονται οι δυο εισ σαρκα μιαν,15,12,9,11,ανθρωποσ δυο εισ εσονται καταλειψει μητερα μιαν πατερα προσκολληθησεται σαρκα τουτου,"ἀντὶ τούτου καταλείψει ἄνθρωπος ⸀τὸν ⸀πατέρα καὶ ⸀τὴν μητέρα καὶ προσκολληθήσεται ⸂τῇ γυναικὶ⸃ αὐτοῦ, καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν.","⸂ὁ δὲ⸃ Ἰησοῦς εἶπεν αὐτοῖς· Πρὸς τὴν σκληροκαρδίαν ὑμῶν ἔγραψεν ὑμῖν τὴν ἐντολὴν ταύτην· ἀπὸ δὲ ἀρχῆς κτίσεως ἄρσεν καὶ θῆλυ ἐποίησεν ⸀αὐτούς· ἕνεκεν τούτου καταλείψει ἄνθρωπος τὸν πατέρα αὐτοῦ καὶ τὴν μητέρα ⸂καὶ προσκολληθήσεται πρὸς τὴν γυναῖκα αὐτοῦ⸃, καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν· ὥστε οὐκέτι εἰσὶν δύο ἀλλὰ μία σάρξ·",gen2_one_flesh,high,1.003
1Cor,1Cor 11:25,Luke,Luke 22:19-21,3,3.0,0.5158,0.3734,0.3679,16,0.5714,10,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,15,11,8,12,αιματι αναμνησιν δειπνησαι διαθηκη εισ εμην εστιν καινη ποιειτε ποτηριον τουτο ωσαυτωσ,"ὡσαύτως καὶ τὸ ποτήριον μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐστὶν ἐν τῷ ἐμῷ αἵματι· τοῦτο ποιεῖτε, ὁσάκις ⸀ἐὰν πίνητε, εἰς τὴν ἐμὴν ἀνάμνησιν.","καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν. ⸄καὶ τὸ ποτήριον ὡσαύτως⸅ μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐν τῷ αἵματί μου, τὸ ὑπὲρ ὑμῶν ἐκχυννόμενον]⸃. πλὴν ἰδοὺ ἡ χεὶρ τοῦ παραδιδόντος με μετʼ ἐμοῦ ἐπὶ τῆς τραπέζης·",cup_new_covenant,high,0.9908
1Cor,1Cor 11:25,Luke,Luke 22:18-20,3,4.0,0.5113,0.3656,0.3576,16,0.5714,10,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,15,11,8,12,αιματι αναμνησιν δειπνησαι διαθηκη εισ εμην εστιν καινη ποιειτε ποτηριον τουτο ωσαυτωσ,"ὡσαύτως καὶ τὸ ποτήριον μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐστὶν ἐν τῷ ἐμῷ αἵματι· τοῦτο ποιεῖτε, ὁσάκις ⸀ἐὰν πίνητε, εἰς τὴν ἐμὴν ἀνάμνησιν.","λέγω γὰρ ὑμῖν, ⸀οὐ μὴ πίω ἀπὸ τοῦ ⸂νῦν ἀπὸ τοῦ⸃ γενήματος τῆς ἀμπέλου ἕως ⸀οὗ ἡ βασιλεία τοῦ θεοῦ ἔλθῃ. καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν. ⸄καὶ τὸ ποτήριον ὡσαύτως⸅ μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐν τῷ αἵματί μου, τὸ ὑπὲρ ὑμῶν ἐκχυννόμενον]⸃.",cup_new_covenant,high,0.9863
Heb,Heb 1:13,Mark,Mark 12:36,1,9.0,0.5565,0.3745,0.3775,13,0.619,10,καθου εκ δεξιων μου εωσ αν θω τουσ εχθρουσ σου,11,9,7,7,δεξιων εχθρουσ εωσ θω καθου ποδων τουσ,πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;,⸀αὐτὸς Δαυὶδ εἶπεν ἐν ⸂τῷ πνεύματι τῷ⸃ ἁγίῳ· ⸀Εἶπεν ⸀κύριος τῷ κυρίῳ μου· ⸀Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου.,ps110_right_hand,high,0.9815
Heb,Heb 1:13,Matt,Matt 22:44-45,2,11.0,0.5436,0.3497,0.3525,13,0.619,10,καθου εκ δεξιων μου εωσ αν θω τουσ εχθρουσ σου,11,9,7,7,δεξιων εχθρουσ εωσ θω καθου ποδων τουσ,πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;,"⸀Εἶπεν κύριος τῷ κυρίῳ μου· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου; εἰ οὖν Δαυὶδ καλεῖ αὐτὸν κύριον, πῶς υἱὸς αὐτοῦ ἐστιν;",ps110_right_hand,high,0.9686
Heb,Heb 1:13,Matt,Matt 22:43-44,2,12.0,0.5412,0.3453,0.348,13,0.619,10,καθου εκ δεξιων μου εωσ αν θω τουσ εχθρουσ σου,11,9,7,7,δεξιων εχθρουσ εωσ θω καθου ποδων τουσ,πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;,λέγει αὐτοῖς· Πῶς οὖν Δαυὶδ ἐν πνεύματι ⸂καλεῖ αὐτὸν κύριον⸃ λέγων· ⸀Εἶπεν κύριος τῷ κυρίῳ μου· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου;,ps110_right_hand,high,0.9662
1Cor,1Cor 11:25,Luke,Luke 22:17-20,4,5.0,0.4871,0.3189,0.3114,16,0.5714,10,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,15,11,8,12,αιματι αναμνησιν δειπνησαι διαθηκη εισ εμην εστιν καινη ποιειτε ποτηριον τουτο ωσαυτωσ,"ὡσαύτως καὶ τὸ ποτήριον μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐστὶν ἐν τῷ ἐμῷ αἵματι· τοῦτο ποιεῖτε, ὁσάκις ⸀ἐὰν πίνητε, εἰς τὴν ἐμὴν ἀνάμνησιν.","καὶ δεξάμενος ποτήριον εὐχαριστήσας εἶπεν· Λάβετε τοῦτο καὶ διαμερίσατε ⸂εἰς ἑαυτούς⸃· λέγω γὰρ ὑμῖν, ⸀οὐ μὴ πίω ἀπὸ τοῦ ⸂νῦν ἀπὸ τοῦ⸃ γενήματος τῆς ἀμπέλου ἕως ⸀οὗ ἡ βασιλεία τοῦ θεοῦ ἔλθῃ. καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν. ⸄καὶ τὸ ποτήριον ὡσαύτως⸅ μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐν τῷ αἵματί μου, τὸ ὑπὲρ ὑμῶν ἐκχυννόμενον]⸃.",cup_new_covenant,high,0.9621
Heb,Heb 1:13,Matt,Matt 22:43-45,3,,0.5318,0.3273,0.3297,13,0.619,10,καθου εκ δεξιων μου εωσ αν θω τουσ εχθρουσ σου,11,9,7,7,δεξιων εχθρουσ εωσ θω καθου ποδων τουσ,πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;,"λέγει αὐτοῖς· Πῶς οὖν Δαυὶδ ἐν πνεύματι ⸂καλεῖ αὐτὸν κύριον⸃ λέγων· ⸀Εἶπεν κύριος τῷ κυρίῳ μου· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου; εἰ οὖν Δαυὶδ καλεῖ αὐτὸν κύριον, πῶς υἱὸς αὐτοῦ ἐστιν;",ps110_right_hand,high,0.9568
1Cor,1Cor 11:25,Luke,Luke 22:18-21,4,6.0,0.48,0.3046,0.299,16,0.5714,10,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,15,11,8,12,αιματι αναμνησιν δειπνησαι διαθηκη εισ εμην εστιν καινη ποιειτε ποτηριον τουτο ωσαυτωσ,"ὡσαύτως καὶ τὸ ποτήριον μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐστὶν ἐν τῷ ἐμῷ αἵματι· τοῦτο ποιεῖτε, ὁσάκις ⸀ἐὰν πίνητε, εἰς τὴν ἐμὴν ἀνάμνησιν.","λέγω γὰρ ὑμῖν, ⸀οὐ μὴ πίω ἀπὸ τοῦ ⸂νῦν ἀπὸ τοῦ⸃ γενήματος τῆς ἀμπέλου ἕως ⸀οὗ ἡ βασιλεία τοῦ θεοῦ ἔλθῃ. καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν. ⸄καὶ τὸ ποτήριον ὡσαύτως⸅ μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐν τῷ αἵματί μου, τὸ ὑπὲρ ὑμῶν ἐκχυννόμενον]⸃. πλὴν ἰδοὺ ἡ χεὶρ τοῦ παραδιδόντος με μετʼ ἐμοῦ ἐπὶ τῆς τραπέζης·",cup_new_covenant,high,0.955
Heb,Heb 1:13,Luke,Luke 20:43-44,2,10.0,0.5449,0.3532,0.3577,10,0.5,10,εωσ αν θω τουσ εχθρουσ σου υποποδιον των ποδων σου,9,8,7,6,εχθρουσ εωσ θω ποδων τουσ υποποδιον,πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;,"ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου. Δαυὶδ οὖν ⸂αὐτὸν κύριον⸃ καλεῖ, καὶ πῶς ⸂αὐτοῦ υἱός⸃ ἐστιν;",ps110_enemies_footstool,high,0.9549
1Pet,1Pet 2:7,Mark,Mark 12:10,1,1.0,0.6159,0.3891,0.3913,9,0.6,9,ον απεδοκιμασαν οι οικοδομουντεσ ουτοσ εγενηθη εισ κεφαλην γωνιασ,8,7,6,7,απεδοκιμασαν γωνιασ εγενηθη εισ κεφαλην οικοδομουντεσ ουτοσ,ὑμῖν οὖν ἡ τιμὴ τοῖς πιστεύουσιν· ⸀ἀπιστοῦσιν δὲ ⸀λίθος ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας,"οὐδὲ τὴν γραφὴν ταύτην ἀνέγνωτε· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας·",ps118_rejected_stone_short,high,0.9509
1Cor,1Cor 11:25,Luke,Luke 22:19-22,4,7.0,0.4748,0.2942,0.2893,16,0.5714,10,μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη,15,11,8,12,αιματι αναμνησιν δειπνησαι διαθηκη εισ εμην εστιν καινη ποιειτε ποτηριον τουτο ωσαυτωσ,"ὡσαύτως καὶ τὸ ποτήριον μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐστὶν ἐν τῷ ἐμῷ αἵματι· τοῦτο ποιεῖτε, ὁσάκις ⸀ἐὰν πίνητε, εἰς τὴν ἐμὴν ἀνάμνησιν.","καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν. ⸄καὶ τὸ ποτήριον ὡσαύτως⸅ μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐν τῷ αἵματί μου, τὸ ὑπὲρ ὑμῶν ἐκχυννόμενον]⸃. πλὴν ἰδοὺ ἡ χεὶρ τοῦ παραδιδόντος με μετʼ ἐμοῦ ἐπὶ τῆς τραπέζης· ⸂ὅτι ὁ υἱὸς μὲν⸃ τοῦ ἀνθρώπου ⸂κατὰ τὸ ὡρισμένον πορεύεται⸃, πλὴν οὐαὶ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ παραδίδοται.",cup_new_covenant,high,0.9498
Heb,Heb 1:13,Matt,Matt 22:42-45,4,,0.5092,0.284,0.2857,13,0.619,10,καθου εκ δεξιων μου εωσ αν θω τουσ εχθρουσ σου,11,9,7,7,δεξιων εχθρουσ εωσ θω καθου ποδων τουσ,πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;,"λέγων· Τί ὑμῖν δοκεῖ περὶ τοῦ χριστοῦ; τίνος υἱός ἐστιν; λέγουσιν αὐτῷ· Τοῦ Δαυίδ. λέγει αὐτοῖς· Πῶς οὖν Δαυὶδ ἐν πνεύματι ⸂καλεῖ αὐτὸν κύριον⸃ λέγων· ⸀Εἶπεν κύριος τῷ κυρίῳ μου· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου; εἰ οὖν Δαυὶδ καλεῖ αὐτὸν κύριον, πῶς υἱὸς αὐτοῦ ἐστιν;",ps110_right_hand,high,0.9342
Heb,Heb 1:13,Matt,Matt 22:42-44,3,,0.5092,0.284,0.2857,13,0.619,10,καθου εκ δεξιων μου εωσ αν θω τουσ εχθρουσ σου,11,9,7,7,δεξιων εχθρουσ εωσ θω καθου ποδων τουσ,πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;,λέγων· Τί ὑμῖν δοκεῖ περὶ τοῦ χριστοῦ; τίνος υἱός ἐστιν; λέγουσιν αὐτῷ· Τοῦ Δαυίδ. λέγει αὐτοῖς· Πῶς οὖν Δαυὶδ ἐν πνεύματι ⸂καλεῖ αὐτὸν κύριον⸃ λέγων· ⸀Εἶπεν κύριος τῷ κυρίῳ μου· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου;,ps110_right_hand,high,0.9342
Heb,Heb 1:13,Mark,Mark 12:36-37,2,,0.5009,0.2682,0.2697,13,0.619,10,καθου εκ δεξιων μου εωσ αν θω τουσ εχθρουσ σου,11,9,7,7,δεξιων εχθρουσ εωσ θω καθου ποδων τουσ,πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;,"⸀αὐτὸς Δαυὶδ εἶπεν ἐν ⸂τῷ πνεύματι τῷ⸃ ἁγίῳ· ⸀Εἶπεν ⸀κύριος τῷ κυρίῳ μου· ⸀Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου. ⸀αὐτὸς Δαυὶδ λέγει αὐτὸν κύριον, καὶ πόθεν ⸂αὐτοῦ ἐστιν υἱός⸃; καὶ ὁ πολὺς ὄχλος ἤκουεν αὐτοῦ ἡδέως.",ps110_right_hand,high,0.9259
Heb,Heb 1:13,Mark,Mark 12:35-36,2,,0.5005,0.2671,0.2691,13,0.619,10,καθου εκ δεξιων μου εωσ αν θω τουσ εχθρουσ σου,11,9,7,7,δεξιων εχθρουσ εωσ θω καθου ποδων τουσ,πρὸς τίνα δὲ τῶν ἀγγέλων εἴρηκέν ποτε· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;,Καὶ ἀποκριθεὶς ὁ Ἰησοῦς ἔλεγεν διδάσκων ἐν τῷ ἱερῷ· Πῶς λέγουσιν οἱ γραμματεῖς ὅτι ὁ χριστὸς υἱὸς ⸂Δαυίδ ἐστιν⸃; ⸀αὐτὸς Δαυὶδ εἶπεν ἐν ⸂τῷ πνεύματι τῷ⸃ ἁγίῳ· ⸀Εἶπεν ⸀κύριος τῷ κυρίῳ μου· ⸀Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου.,ps110_right_hand,high,0.9255
